rank,player,position,inches,weight,forty,city,state,state2,state3,high school,college,player_url,class,teamid,Unnamed: 15,percent rank
135, Natrone Brooks   (DS#135 CB/Overall: #9999), CB,71,161.0,4.42 - 4.60,Starkville,MS,,,Copiah-Lincoln Community College,Southern Miss,https://draftscout.com/dsprofile.php?PlayerId=1051791&DraftYear=2022,2022,62,,0.22352941176470587
154, Tykeem Doss   (DS#154 OG/Overall: #9999), OG,77,379.0,5.84 - 6.06,Aliceville,AL,,,East Central Community College,Southern Miss,https://draftscout.com/dsprofile.php?PlayerId=1051784&DraftYear=2022,2022,62,,0.09467455621301779
155, Eric Scott Jr.   (DS#155 CB/Overall: #9999), CB,73,192.0,4.52 - 4.68,Basehor,KS,,,Butler Community College,Southern Miss,https://draftscout.com/dsprofile.php?PlayerId=1051790&DraftYear=2022,2022,62,,0.11176470588235299
173, Camron Harrell   (DS#173 CB/Overall: #9999), CB,69,178.0,4.46 - 4.65,Bradley,IL,,,College of DuPage,Southern Miss,https://draftscout.com/dsprofile.php?PlayerId=1051792&DraftYear=2022,2022,62,,0.0117647058823529
179, Antoine Robinson   (DS#179 WR/Overall: #9999), WR,73,178.0,4.42 - 4.60,Canton,MS,,,Copiah-Lincoln Community College,Southern Miss,https://draftscout.com/dsprofile.php?PlayerId=1051783&DraftYear=2022,2022,62,,0.2290748898678414
201, Demarcus Jones   (DS#201 WR/Overall: #9999), WR,70,200.0,4.50 - 4.67,Vicksburg,MS,,,Warren Central,Southern Miss,https://draftscout.com/dsprofile.php?PlayerId=1047314&DraftYear=2022,2022,62,,0.1409691629955947
6, LaKendrick Van Zandt   (DS#6 SS/Overall: #9999), SS,73,195.0,4.48 - 4.67,Henderson,TX,,,Henderson,Texas Christian,https://draftscout.com/dsprofile.php?PlayerId=1023351&DraftYear=2022,2022,63,,0.9459459459459459
8, Obinna Eze   (DS#8 OT/Overall: #9999), OT,79,315.0,5.02 - 5.24,Nashville,TN,,,Davidson Academy,Texas Christian,https://draftscout.com/dsprofile.php?PlayerId=1024165&DraftYear=2022,2022,63,,0.8974358974358975
25, Antonio Ortiz   (DS#25 LS/Overall: #9999), LS,76,232.0,5.05 - 5.25,Mechanicsville,VA,,,Benedictine College Preparatory,Texas Christian,https://draftscout.com/dsprofile.php?PlayerId=1047908&DraftYear=2022,2022,63,,0.11111111111111116
27, Corey Bethley   (DS#27 DT/Overall: #9999), DT,73,300.0,4.86 - 5.07,Katy,TX,,,Katy,Texas Christian,https://draftscout.com/dsprofile.php?PlayerId=1022460&DraftYear=2022,2022,63,,0.7476635514018692
39, Taye Barber   (DS#39 WR/Overall: #9999), WR,69,185.0,4.32 - 4.52,Cypress,TX,,,Cypress Springs,Texas Christian,https://draftscout.com/dsprofile.php?PlayerId=1023978&DraftYear=2022,2022,63,,0.8325991189427313
53, JD Spielman   (DS#53 WR/Overall: #9999), WR,69,167.0,4.37 - 4.56,Eden Prairie,MN,,,Eden Prairie,Texas Christian,https://draftscout.com/dsprofile.php?PlayerId=1018662&DraftYear=2022,2022,63,,0.775330396475771
55, T.J. Carter   (DS#55 CB/Overall: #9999), CB,71,190.0,4.38 - 4.58,Nashville,TN,,,Stratford,Texas Christian,https://draftscout.com/dsprofile.php?PlayerId=1021751&DraftYear=2022,2022,63,,0.6823529411764706
91, Terrell Cooper   (DS#91 DT/Overall: #9999), DT,74,283.0,5.10 - 5.32,Lindale,TX,,,Lindale,Texas Christian,https://draftscout.com/dsprofile.php?PlayerId=1025467&DraftYear=2022,2022,63,,0.14953271028037385
125, Wes Harris   (DS#125 OG/Overall: #9999), OG,75,320.0,5.06 - 5.28,Aledo,TX,,,Aledo,Texas Christian,https://draftscout.com/dsprofile.php?PlayerId=1023985&DraftYear=2022,2022,63,,0.26627218934911245
167, Derius Davis   (DS#167 WR/Overall: #9999), WR,69,168.0,4.34 - 4.50,Saint Francisville,LA,,,West Feliciana,Texas Christian,https://draftscout.com/dsprofile.php?PlayerId=1027576&DraftYear=2022,2022,63,,0.27753303964757714
11, Ryan Wright   (DS#11 P/Overall: #9999), P,74,245.0,5.12 - 5.32,San Ramon,CA,,,California,Tulane,https://draftscout.com/dsprofile.php?PlayerId=1025110&DraftYear=2022,2022,64,,0.7659574468085106
19, Tyrick James   (DS#19 FB/Overall: #9999), FB,73,245.0,4.75 - 4.94,Waco,TX,,,China Spring,Tulane,https://draftscout.com/dsprofile.php?PlayerId=1018590&DraftYear=2022,2022,64,,0.4375
27, Duece Watts   (DS#27 WR/Overall: #9999), WR,73,195.0,4.44 - 4.62,Richton,MS,,,Petal,Tulane,https://draftscout.com/dsprofile.php?PlayerId=1052039&DraftYear=2022,2022,64,,0.8854625550660793
31, Derrion Rakestraw   (DS#31 FS/Overall: #9999), FS,73,200.0,4.43 - 4.62,Woodstock,GA,,,Sequoyah,Tulane,https://draftscout.com/dsprofile.php?PlayerId=1022127&DraftYear=2022,2022,64,,0.6352941176470588
35, Corey Dublin   (DS#35 OG/Overall: #9999), OG,75,300.0,5.16 - 5.35,New Orleans,LA,,,Jesuit,Tulane,https://draftscout.com/dsprofile.php?PlayerId=1025396&DraftYear=2022,2022,64,,0.7988165680473372
41, Kevin Henry   (DS#41 ILB/Overall: #9999), ILB,71,245.0,4.77 - 4.98,Baton Rouge,LA,,,Central,Tulane,https://draftscout.com/dsprofile.php?PlayerId=1003091&DraftYear=2022,2022,64,,0.6666666666666667
63, Joey Claybrook   (DS#63 OT/Overall: #9999), OT,78,295.0,5.06 - 5.28,Starkville,MS,,,Starkville,Tulane,https://draftscout.com/dsprofile.php?PlayerId=1025007&DraftYear=2022,2022,64,,0.1923076923076923
65, Marvin Moody   (DS#65 OLB/Overall: #9999), OLB,73,225.0,4.68 - 4.87,Bryant,AR,,,Bryant,Tulane,https://draftscout.com/dsprofile.php?PlayerId=1023785&DraftYear=2022,2022,64,,0.5517241379310345
76, Nick Anderson   (DS#76 ILB/Overall: #9999), ILB,70,230.0,4.72 - 4.90,Vicksburg,MS,,,Vicksburg,Tulane,https://draftscout.com/dsprofile.php?PlayerId=1052047&DraftYear=2022,2022,64,,0.39837398373983735
80, Jaylon Monroe   (DS#80 CB/Overall: #9999), CB,69,180.0,4.42 - 4.60,Mesquite,TX,,,West Mesquite,Tulane,https://draftscout.com/dsprofile.php?PlayerId=1024997&DraftYear=2022,2022,64,,0.5352941176470588
92, Macon Clark   (DS#92 CB/Overall: #9999), CB,71,185.0,4.42 - 4.60,St. Rose,LA,,,Destrehan,Tulane,https://draftscout.com/dsprofile.php?PlayerId=1018723&DraftYear=2022,2022,64,,0.4647058823529412
94, Larry Brooks   (DS#94 SS/Overall: #9999), SS,71,200.0,4.52 - 4.70,Fort Worth,TX,,,Kennedale,Tulane,https://draftscout.com/dsprofile.php?PlayerId=1017543&DraftYear=2022,2022,64,,0.18018018018018023
159, Phat Watts   (DS#159 WR/Overall: #9999), WR,72,190.0,4.50 - 4.68,Richton,MS,,,Petal,Tulane,https://draftscout.com/dsprofile.php?PlayerId=1052041&DraftYear=2022,2022,64,,0.31277533039647576
200, Cyron Sutton   (DS#200 WR/Overall: #9999), WR,69,182.0,-,New Orleans,LA,,,Lake Area New Tech,Tulane,https://draftscout.com/dsprofile.php?PlayerId=1022589&DraftYear=2022,2022,64,,0.14537444933920707
218, Mykel Jones   (DS#218 WR/Overall: #9999), WR,71,190.0,4.40 - 4.58,Patterson,LA,,,Patterson,Tulane,https://draftscout.com/dsprofile.php?PlayerId=1017942&DraftYear=2022,2022,64,,0.07048458149779735
34, Andrew Smith Jr.   (DS#34 C/Overall: #9999), C,73,310.0,5.20 - 5.38,Prentiss,MS,,,Prentiss,Alabama-Birmingham,https://draftscout.com/dsprofile.php?PlayerId=1028464&DraftYear=2022,2022,65,,0.5657894736842105
43, Colby Ragland   (DS#43 OG/Overall: #9999), OG,77,310.0,5.15 - 5.35,Jackson,MS,,,Raymond,Alabama-Birmingham,https://draftscout.com/dsprofile.php?PlayerId=1028461&DraftYear=2022,2022,65,,0.7514792899408285
43, Gerrit Prince   (DS#43 TE/Overall: #9999), TE,77,240.0,4.76 - 4.97,Shawnee,KS,,,Shawnee Morrison Northwest,Alabama-Birmingham,https://draftscout.com/dsprofile.php?PlayerId=1018521&DraftYear=2022,2022,65,,0.5402298850574713
46, Kyle Greenwell   (DS#46 P/Overall: #9999), P,73,205.0,4.97 - 5.18,Thompsons Station,TN,,,Independence,Alabama-Birmingham,https://draftscout.com/dsprofile.php?PlayerId=1018545&DraftYear=2022,2022,65,,0.021276595744680882
48, DyJonn Turner   (DS#48 SS/Overall: #9999), SS,71,205.0,4.53 - 4.73,Florence,AL,,,Florence,Alabama-Birmingham,https://draftscout.com/dsprofile.php?PlayerId=1028491&DraftYear=2022,2022,65,,0.5675675675675675
50, Hayden Pittman   (DS#50 TE/Overall: #9999), TE,76,230.0,4.80 - 4.98,Spanish Fort,AL,,,Spanish Fort,Alabama-Birmingham,https://draftscout.com/dsprofile.php?PlayerId=1028468&DraftYear=2022,2022,65,,0.45977011494252873
50, Kadeem Telfort   (DS#50 OT/Overall: #9999), OT,79,315.0,5.23 - 5.45,Miami,FL,,,Booker T. Washington,Alabama-Birmingham,https://draftscout.com/dsprofile.php?PlayerId=1052681&DraftYear=2022,2022,65,,0.3589743589743589
60, Kristopher Moll   (DS#60 OLB/Overall: #9999), OLB,73,225.0,4.65 - 4.83,Miami,FL,,,Coral Gables,Alabama-Birmingham,https://draftscout.com/dsprofile.php?PlayerId=1028492&DraftYear=2022,2022,65,,0.5862068965517242
66, Sidney Wells   (DS#66 OG/Overall: #9999), OG,75,325.0,5.34 - 5.55,Clinton,MS,,,Clinton,Alabama-Birmingham,https://draftscout.com/dsprofile.php?PlayerId=1018523&DraftYear=2022,2022,65,,0.6153846153846154
84, TD Marshall   (DS#84 CB/Overall: #9999), CB,72,185.0,4.42 - 4.60,Birmingham,AL,,,Etheredge,Alabama-Birmingham,https://draftscout.com/dsprofile.php?PlayerId=1018540&DraftYear=2022,2022,65,,0.5117647058823529
85, Tyree Turner   (DS#85 DT/Overall: #9999), DT,72,305.0,4.96 - 5.15,Stockbridge,GA,,,Stockbridge,Alabama-Birmingham,https://draftscout.com/dsprofile.php?PlayerId=1019701&DraftYear=2022,2022,65,,0.20560747663551404
95, Antonio Moultrie   (DS#95 DT/Overall: #9999), DT,75,290.0,4.97 - 5.18,Pensacola,FL,,,West Florida High,Alabama-Birmingham,https://draftscout.com/dsprofile.php?PlayerId=1024584&DraftYear=2022,2022,65,,0.11214953271028039
112, Will Boler   (DS#112 SS/Overall: #9999), SS,72,210.0,4.55 - 4.74,Opelika,AL,,,Opelika,Alabama-Birmingham,https://draftscout.com/dsprofile.php?PlayerId=1028486&DraftYear=2022,2022,65,,0.027027027027026973
123, Noah Wilder   (DS#123 ILB/Overall: #9999), ILB,72,235.0,4.72 - 4.90,Bessemer,AL,,,Bessemer Academy,Alabama-Birmingham,https://draftscout.com/dsprofile.php?PlayerId=1046730&DraftYear=2022,2022,65,,0.03252032520325199
