rank,player,position,inches,weight,forty,city,state,state2,state3,high school,college,player_url,class,teamid,Unnamed: 15,percent rank
65, Kenneth Horsey   (DS#65 OG/Overall: #9999), OG,74,300.0,5.25 - 5.45,Sanford,FL,,,Sanford Seminole,Kentucky,https://draftscout.com/dsprofile.php?PlayerId=1029695&DraftYear=2023,2023,84,,0.32291666666666663
6, Zacch Pickens   (DS#6 DT/Overall: #9999), DT,74,300.0,4.76 - 4.98,Anderson,SC,,,T.L. Hanna,South Carolina,https://draftscout.com/dsprofile.php?PlayerId=1029851&DraftYear=2023,2023,85,,0.8064516129032258
8, Kevin Harris   (DS#8 RB/Overall: #9999), RB,70,225.0,4.46 - 4.64,Hinesville,GA,,,Bradwell Institute,South Carolina,https://draftscout.com/dsprofile.php?PlayerId=1029845&DraftYear=2023,2023,85,,0.8518518518518519
15, Jovaughn Gwyn   (DS#15 OG/Overall: #9999), OG,74,295.0,4.98 - 5.20,Charlotte,NC,,,Harding University,South Carolina,https://draftscout.com/dsprofile.php?PlayerId=1028220&DraftYear=2023,2023,85,,0.84375
25, Jaylen Nichols   (DS#25 OT/Overall: #9999), OT,77,315.0,5.18 - 5.44,Charlotte,NC,,,Myers Park,South Carolina,https://draftscout.com/dsprofile.php?PlayerId=1029848&DraftYear=2023,2023,85,,0.5
59, Dakereon Joyner   (DS#59 WR/Overall: #9999), WR,73,202.0,4.47 - 4.68,North Charleston,SC,,,Fort Dorchester,South Carolina,https://draftscout.com/dsprofile.php?PlayerId=1029844&DraftYear=2023,2023,85,,0.33333333333333337
9, Darnell Wright   (DS#9 OT/Overall: #9999), OT,77,330.0,5.27 - 5.48,Huntington,WV,,,Huntington,Tennessee,https://draftscout.com/dsprofile.php?PlayerId=1030963&DraftYear=2023,2023,86,,0.8200000000000001
10, Jaylen McCollough   (DS#10 SS/Overall: #9999), SS,72,205.0,4.40 - 4.58,Austell,GA,,,Hillgrove,Tennessee,https://draftscout.com/dsprofile.php?PlayerId=1029914&DraftYear=2023,2023,86,,0.7560975609756098
13, Matthew Salanasky   (DS#13 LS/Overall: #9999), LS,71,239.0,4.93 - 5.15,Morristown,TN,,,Morristown West,Tennessee,https://draftscout.com/dsprofile.php?PlayerId=1051359&DraftYear=2023,2023,86,,0.1333333333333333
15, Joe Milton   (DS#15 QB/Overall: #9999), QB,76,243.0,4.60 - 4.78,Pahokee,FL,,,Olympia,Tennessee,https://draftscout.com/dsprofile.php?PlayerId=1022821&DraftYear=2023,2023,86,,0.7058823529411764
22, Roman Harrison   (DS#22 OLB/Overall: #9999), OLB,73,240.0,4.57 - 4.76,Bainbridge,GA,,,Bainbridge,Tennessee,https://draftscout.com/dsprofile.php?PlayerId=1030967&DraftYear=2023,2023,86,,0.5111111111111111
36, Ramel Keyton   (DS#36 WR/Overall: #9999), WR,74,195.0,4.38 - 4.58,Marietta,GA,,,Marietta,Tennessee,https://draftscout.com/dsprofile.php?PlayerId=1029900&DraftYear=2023,2023,86,,0.5862068965517242
42, Jacob Warren   (DS#42 TE/Overall: #9999), TE,77,248.0,4.72 - 4.92,Knoxville,TN,,,Farragut,Tennessee,https://draftscout.com/dsprofile.php?PlayerId=1029902&DraftYear=2023,2023,86,,0.0
14, Javan Rice   (DS#14 K/Overall: #9999), K,73,201.0,4.87 - 5.08,Miami,FL,,,Belen Jesuit Prep,Vanderbilt,https://draftscout.com/dsprofile.php?PlayerId=1028595&DraftYear=2023,2023,87,,0.40909090909090906
16, Dashaun Jerkins   (DS#16 FS/Overall: #9999), FS,72,190.0,4.45 - 4.64,Woodbridge,VA,,,Woodbridge,Vanderbilt,https://draftscout.com/dsprofile.php?PlayerId=1030999&DraftYear=2023,2023,87,,0.4285714285714286
19, Ben Bresnahan   (DS#19 TE/Overall: #9999), TE,75,244.0,4.72 - 4.90,Cumming,GA,,,West Forsyth,Vanderbilt,https://draftscout.com/dsprofile.php?PlayerId=1030988&DraftYear=2023,2023,87,,0.5476190476190477
21, Tyler Steen   (DS#21 OT/Overall: #9999), OT,77,317.0,5.16 - 5.35,Miami,FL,,,St. Thomas Aquinas,Vanderbilt,https://draftscout.com/dsprofile.php?PlayerId=1030990&DraftYear=2023,2023,87,,0.5800000000000001
27, Jaylen Mahoney   (DS#27 CB/Overall: #9999), CB,71,185.0,4.43 - 4.62,Rock Hill,SC,,,South Pointe,Vanderbilt,https://draftscout.com/dsprofile.php?PlayerId=1030998&DraftYear=2023,2023,87,,0.6029411764705883
30, Anfernee Orji   (DS#30 ILB/Overall: #9999), ILB,73,224.0,4.57 - 4.76,Rockwall,TX,,,Rockwall,Vanderbilt,https://draftscout.com/dsprofile.php?PlayerId=1031000&DraftYear=2023,2023,87,,0.36170212765957444
40, Cam Johnson   (DS#40 WR/Overall: #9999), WR,72,198.0,4.42 - 4.60,Brentwood,TN,,,Brentwood Academy,Vanderbilt,https://draftscout.com/dsprofile.php?PlayerId=1030986&DraftYear=2023,2023,87,,0.5402298850574713
46, Dan Dawkins   (DS#46 OG/Overall: #9999), OG,74,308.0,5.07 - 5.32,Staten Island,NY,,,The Peddie School,Vanderbilt,https://draftscout.com/dsprofile.php?PlayerId=1029943&DraftYear=2023,2023,87,,0.5208333333333333
1, Evan Neal   (DS#1 OT/Overall: #9999), OT,78,360.0,5.27 - 5.48,Okeechobee,FL,,,IMG Academy,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1029393&DraftYear=2023,2023,88,,0.98
1, Jordan Battle   (DS#1 SS/Overall: #9999), SS,72,210.0,4.42 - 4.60,Fort Lauderdale,FL,,,St. Thomas Aquinas,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1030327&DraftYear=2023,2023,88,,0.975609756097561
1, Christian Harris   (DS#1 ILB/Overall: #9999), ILB,73,232.0,4.56 - 4.76,Baton Rouge,LA,,,University Lab,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1030324&DraftYear=2023,2023,88,,0.9787234042553191
2, Will Reichard   (DS#2 K/Overall: #9999), K,72,190.0,4.76 - 4.95,Hoover,AL,,,Hoover,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1030330&DraftYear=2023,2023,88,,0.9090909090909091
2, Henry Too Too   (DS#2 ILB/Overall: #9999), ILB,74,225.0,4.44 - 4.63,Sacramento,CA,,,De La Salle,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1030969&DraftYear=2023,2023,88,,0.9574468085106383
2, DJ Dale   (DS#2 DT/Overall: #9999), DT,74,307.0,5.05 - 5.25,Birmingham,AL,,,Clay-Chalkville,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1029398&DraftYear=2023,2023,88,,0.935483870967742
3, Jahleel Billingsley   (DS#3 TE/Overall: #9999), TE,76,230.0,4.48 - 4.67,Chicago,IL,,,Phillips Academy,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1050919&DraftYear=2023,2023,88,,0.9285714285714286
3, John Metchie III   (DS#3 WR/Overall: #9999), WR,72,195.0,4.36 - 4.54,Bramton,CAN,,,St. James School,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1029388&DraftYear=2023,2023,88,,0.9655172413793104
3, Emil Ekiyor Jr.   (DS#3 OG/Overall: #9999), OG,74,324.0,5.26 - 5.48,Indianapolis,IN,,,Cathedral,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1027588&DraftYear=2023,2023,88,,0.96875
5, DeMarcco Hellams   (DS#5 FS/Overall: #9999), FS,73,208.0,4.50 - 4.68,Washington,DC,,,DeMatha Catholic,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1030328&DraftYear=2023,2023,88,,0.8214285714285714
8, Jack Martin   (DS#8 P/Overall: #9999), P,74,222.0,5.12 - 5.32,Dothan,AL,,,Northview,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1050885&DraftYear=2023,2023,88,,0.3846153846153846
8, Justin Eboigbe   (DS#8 DE/Overall: #9999), DE,77,285.0,4.80 - 5.02,Forest Park,GA,,,Forest Park,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1029403&DraftYear=2023,2023,88,,0.8297872340425532
9, Jalyn Armour-Davis   (DS#9 CB/Overall: #9999), CB,73,192.0,4.42 - 4.58,Mobile,AL,,,St. Pauls,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1029408&DraftYear=2023,2023,88,,0.8676470588235294
9, Slade Bolden   (DS#9 WR/Overall: #9999), WR,71,191.0,4.38 - 4.56,West Monroe,LA,,,West Monroe,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1029390&DraftYear=2023,2023,88,,0.896551724137931
11, Cameron Latu   (DS#11 TE/Overall: #9999), TE,76,250.0,4.57 - 4.76,Salt Lake City,UT,,,Olympus,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1027584&DraftYear=2023,2023,88,,0.7380952380952381
11, Shane Lee   (DS#11 ILB/Overall: #9999), ILB,72,240.0,4.58 - 4.76,Burtonsville,MD,,,St. Frances Academy,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1029406&DraftYear=2023,2023,88,,0.7659574468085106
11, Jameson Williams   (DS#11 WR/Overall: #9999), WR,74,188.0,4.30 - 4.48,St. Louis,MO,,,Cardinal Ritter College Prep,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1051644&DraftYear=2023,2023,88,,0.8735632183908046
28, Marcus Banks   (DS#28 CB/Overall: #9999), CB,72,180.0,4.36 - 4.55,Houston,TX,,,Dekaney,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1030326&DraftYear=2023,2023,88,,0.5882352941176471
40, Tommy Brown   (DS#40 OG/Overall: #9999), OG,78,320.0,5.18 - 5.45,Santa Ana,CA,,,Mater Dei,Alabama,https://draftscout.com/dsprofile.php?PlayerId=1029392&DraftYear=2023,2023,88,,0.5833333333333333
5, Treylon Burks   (DS#5 WR/Overall: #9999), WR,75,232.0,4.42 - 4.60,Warren,AR,,,Warren,Arkansas,https://draftscout.com/dsprofile.php?PlayerId=1030189&DraftYear=2023,2023,89,,0.9425287356321839
9, Ricky Stromberg   (DS#9 C/Overall: #9999), C,75,311.0,5.06 - 5.28,Tulsa,OK,,,Union,Arkansas,https://draftscout.com/dsprofile.php?PlayerId=1030332&DraftYear=2023,2023,89,,0.5714285714285714
11, Greg Brooks Jr.   (DS#11 CB/Overall: #9999), CB,71,185.0,4.37 - 4.57,Harvey,LA,,,West Jefferson,Arkansas,https://draftscout.com/dsprofile.php?PlayerId=1029952&DraftYear=2023,2023,89,,0.8382352941176471
19, Mataio Soli   (DS#19 OLB/Overall: #9999), OLB,75,235.0,4.52 - 4.72,Douglasville,GA,,,Douglas County,Arkansas,https://draftscout.com/dsprofile.php?PlayerId=1030191&DraftYear=2023,2023,89,,0.5777777777777777
21, Isaiah Nichols   (DS#21 DT/Overall: #9999), DT,75,281.0,4.93 - 5.15,Springdale,AR,,,Springdale,Arkansas,https://draftscout.com/dsprofile.php?PlayerId=1021825&DraftYear=2023,2023,89,,0.32258064516129037
29, Simeon Blair   (DS#29 SS/Overall: #9999), SS,70,204.0,4.48 - 4.67,Pine Bluff,AR,,,Pine Bluff,Arkansas,https://draftscout.com/dsprofile.php?PlayerId=1050965&DraftYear=2023,2023,89,,0.29268292682926833
29, Trey Knox   (DS#29 WR/Overall: #9999), WR,76,207.0,4.44 - 4.64,Murfreesboro,TN,,,Blackman,Arkansas,https://draftscout.com/dsprofile.php?PlayerId=1029947&DraftYear=2023,2023,89,,0.6666666666666667
32, Zach Williams   (DS#32 DE/Overall: #9999), DE,75,246.0,4.73 - 4.93,Little Rock,AR,,,Joe T. Robinson,Arkansas,https://draftscout.com/dsprofile.php?PlayerId=1022951&DraftYear=2023,2023,89,,0.3191489361702128
33, Andrew Parker   (DS#33 ILB/Overall: #9999), ILB,74,235.0,4.77 - 4.98,New Orleans,LA,,,Sophie B Wright,Arkansas,https://draftscout.com/dsprofile.php?PlayerId=1025126&DraftYear=2023,2023,89,,0.2978723404255319
47, Trelon Smith   (DS#47 RB/Overall: #9999), RB,69,185.0,4.44 - 4.63,Houston,TX,,,Cy Ridge,Arkansas,https://draftscout.com/dsprofile.php?PlayerId=1051002&DraftYear=2023,2023,89,,0.12962962962962965
1, Owen Pappoe   (DS#1 OLB/Overall: #9999), OLB,73,222.0,4.42 - 4.58,Lawrenceville,GA,,,Grayson,Auburn,https://draftscout.com/dsprofile.php?PlayerId=1029546&DraftYear=2023,2023,90,,0.9777777777777777
5, Bo Nix   (DS#5 QB/Overall: #9999), QB,74,213.0,4.57 - 4.76,Pinson,AL,,,Pinson Valley,Auburn,https://draftscout.com/dsprofile.php?PlayerId=1030279&DraftYear=2023,2023,90,,0.9019607843137255
19, D.J. Williams   (DS#19 RB/Overall: #9999), RB,70,208.0,4.42 - 4.62,Lake Placid,FL,,,Sebring,Auburn,https://draftscout.com/dsprofile.php?PlayerId=1029556&DraftYear=2023,2023,90,,0.6481481481481481
24, Derick Hall   (DS#24 OLB/Overall: #9999), OLB,74,238.0,4.56 - 4.76,Gulfport,MS,,,Gulfport,Auburn,https://draftscout.com/dsprofile.php?PlayerId=1029545&DraftYear=2023,2023,90,,0.4666666666666667
57, Nehemiah Pritchett   (DS#57 CB/Overall: #9999), CB,72,177.0,4.36 - 4.55,Jackson,AL,,,Jackson,Auburn,https://draftscout.com/dsprofile.php?PlayerId=1030621&DraftYear=2023,2023,90,,0.16176470588235292
1, Derek Stingley Jr.   (DS#1 CB/Overall: #9999), CB,73,195.0,4.30 - 4.49,Baton Rouge,LA,,,Dunham School,LSU,https://draftscout.com/dsprofile.php?PlayerId=1029725&DraftYear=2023,2023,91,,0.9852941176470589
1, Cade York   (DS#1 K/Overall: #9999), K,73,198.0,4.75 - 4.95,McKinney,TX,,,Prosper,LSU,https://draftscout.com/dsprofile.php?PlayerId=1029732&DraftYear=2023,2023,91,,0.9545454545454546
6, Dare Rosenthal   (DS#6 OT/Overall: #9999), OT,79,327.0,5.22 - 5.42,Clayton,LA,,,Ferriday,LSU,https://draftscout.com/dsprofile.php?PlayerId=1027706&DraftYear=2023,2023,91,,0.88
10, Mike Jones Jr.   (DS#10 OLB/Overall: #9999), OLB,72,220.0,4.54 - 4.75,Nashville,TN,,,IMG Academy,LSU,https://draftscout.com/dsprofile.php?PlayerId=1021748&DraftYear=2023,2023,91,,0.7777777777777778
10, Trey Palmer   (DS#10 WR/Overall: #9999), WR,72,180.0,4.38 - 4.57,Kentwood,LA,,,Kentwood,LSU,https://draftscout.com/dsprofile.php?PlayerId=1030665&DraftYear=2023,2023,91,,0.8850574712643678
12, John Emery Jr.   (DS#12 RB/Overall: #9999), RB,70,215.0,4.32 - 4.49,Destrehan,LA,,,Destrehan,LSU,https://draftscout.com/dsprofile.php?PlayerId=1029711&DraftYear=2023,2023,91,,0.7777777777777778
25, Cordale Flott   (DS#25 CB/Overall: #9999), CB,72,165.0,4.45 - 4.63,Saraland,AL,,,Saraland,LSU,https://draftscout.com/dsprofile.php?PlayerId=1029727&DraftYear=2023,2023,91,,0.6323529411764706
26, Tyrion Davis-Price   (DS#26 RB/Overall: #9999), RB,72,232.0,4.45 - 4.65,Baton Rouge,LA,,,Southern Lab,LSU,https://draftscout.com/dsprofile.php?PlayerId=1029712&DraftYear=2023,2023,91,,0.5185185185185186
29, Cameron Wire   (DS#29 OT/Overall: #9999), OT,78,311.0,5.16 - 5.42,Gonzales,LA,,,East Ascension,LSU,https://draftscout.com/dsprofile.php?PlayerId=1027705&DraftYear=2023,2023,91,,0.42000000000000004
35, Jaray Jenkins   (DS#35 WR/Overall: #9999), WR,75,194.0,4.44 - 4.63,Jena,LA,,,Jena,LSU,https://draftscout.com/dsprofile.php?PlayerId=1027710&DraftYear=2023,2023,91,,0.5977011494252873
9, Jaden Crumedy   (DS#9 DT/Overall: #9999), DT,76,300.0,4.96 - 5.18,Hattiesburg,MS,,,Oak Grove,Mississippi State,https://draftscout.com/dsprofile.php?PlayerId=1029791&DraftYear=2023,2023,92,,0.7096774193548387
12, Aaron Brule   (DS#12 OLB/Overall: #9999), OLB,73,230.0,4.58 - 4.76,Metarie,LA,,,Archbishop Rummel,Mississippi State,https://draftscout.com/dsprofile.php?PlayerId=1029793&DraftYear=2023,2023,92,,0.7333333333333334
15, Shawn Preston Jr.   (DS#15 SS/Overall: #9999), SS,72,210.0,4.47 - 4.68,St. James,LA,,,St. James,Mississippi State,https://draftscout.com/dsprofile.php?PlayerId=1029796&DraftYear=2023,2023,92,,0.6341463414634146
18, Martin Emerson   (DS#18 CB/Overall: #9999), CB,73,195.0,4.46 - 4.64,Pensacola,FL,,,Pine Forest,Mississippi State,https://draftscout.com/dsprofile.php?PlayerId=1030795&DraftYear=2023,2023,92,,0.7352941176470589
26, Collin Duncan   (DS#26 FS/Overall: #9999), FS,72,205.0,4.50 - 4.67,Montgomery,AL,,,St. James School,Mississippi State,https://draftscout.com/dsprofile.php?PlayerId=1051208&DraftYear=2023,2023,92,,0.0714285714285714
31, Nathaniel Watson   (DS#31 ILB/Overall: #9999), ILB,73,250.0,4.76 - 4.95,Maplesville,AL,,,Maplesville,Mississippi State,https://draftscout.com/dsprofile.php?PlayerId=1029794&DraftYear=2023,2023,92,,0.34042553191489366
33, Kwatrivous Johnson   (DS#33 OT/Overall: #9999), OT,78,315.0,5.25 - 5.45,Greenwood,MS,,,Greenwood,Mississippi State,https://draftscout.com/dsprofile.php?PlayerId=1029779&DraftYear=2023,2023,92,,0.33999999999999997
59, Esaias Furdge   (DS#59 CB/Overall: #9999), CB,71,185.0,4.44 - 4.63,Clarksdale,MS,,,Clarksdale,Mississippi State,https://draftscout.com/dsprofile.php?PlayerId=1051209&DraftYear=2023,2023,92,,0.13235294117647056
5, Nick Broeker   (DS#5 OG/Overall: #9999), OG,76,305.0,5.14 - 5.35,Springfield,IL,,,Sacred Heart-Griffin,Mississippi,https://draftscout.com/dsprofile.php?PlayerId=1030787&DraftYear=2023,2023,93,,0.9479166666666666
6, Matt Corral   (DS#6 QB/Overall: #9999), QB,73,205.0,4.64 - 4.83,Ventura,CA,,,Long Beach Poly,Mississippi,https://draftscout.com/dsprofile.php?PlayerId=1027951&DraftYear=2023,2023,93,,0.8823529411764706
7, A.J. Finley   (DS#7 FS/Overall: #9999), FS,74,200.0,4.43 - 4.62,Mobile,AL,,,St. Pauls Episcopal School,Mississippi,https://draftscout.com/dsprofile.php?PlayerId=1030792&DraftYear=2023,2023,93,,0.75
14, Jerrion Ealy   (DS#14 RB/Overall: #9999), RB,68,190.0,4.32 - 4.52,Walnut Grove,MS,,,Jackson Prep,Mississippi,https://draftscout.com/dsprofile.php?PlayerId=1030307&DraftYear=2023,2023,93,,0.7407407407407407
20, KD Hill   (DS#20 DT/Overall: #9999), DT,72,320.0,5.10 - 5.29,Eufaula,AL,,,Eufaula,Mississippi,https://draftscout.com/dsprofile.php?PlayerId=1030788&DraftYear=2023,2023,93,,0.3548387096774194
26, Ashanti Cistrunk   (DS#26 ILB/Overall: #9999), ILB,73,225.0,4.62 - 4.82,Louisville,MS,,,Louisville,Mississippi,https://draftscout.com/dsprofile.php?PlayerId=1029756&DraftYear=2023,2023,93,,0.44680851063829785
28, Snoop Conner   (DS#28 RB/Overall: #9999), RB,69,215.0,4.54 - 4.73,Hattiesburg,MS,,,Hattiesburg,Mississippi,https://draftscout.com/dsprofile.php?PlayerId=1029744&DraftYear=2023,2023,93,,0.4814814814814815
28, Jonathan Mingo   (DS#28 WR/Overall: #9999), WR,73,215.0,4.42 - 4.60,Brandon,MS,,,Brandon,Mississippi,https://draftscout.com/dsprofile.php?PlayerId=1030783&DraftYear=2023,2023,93,,0.6781609195402298
39, Jalen Jordan   (DS#39 CB/Overall: #9999), CB,69,180.0,4.43 - 4.62,Lake Cormorant,MS,,,Lake Cormorant,Mississippi,https://draftscout.com/dsprofile.php?PlayerId=1029763&DraftYear=2023,2023,93,,0.42647058823529416
42, John Rhys Plumlee   (DS#42 QB/Overall: #9999), QB,72,200.0,4.42 - 4.62,Hattiesburg,MS,,,Oak Grove,Mississippi,https://draftscout.com/dsprofile.php?PlayerId=1030711&DraftYear=2023,2023,93,,0.196078431372549
51, Jakorey Hawkins   (DS#51 CB/Overall: #9999), CB,71,195.0,4.42 - 4.60,Montgomery,AL,,,Lee,Mississippi,https://draftscout.com/dsprofile.php?PlayerId=1027956&DraftYear=2023,2023,93,,0.25
28, A.J. Watts   (DS#28 FS/Overall: #9999), FS,73,192.0,4.52 - 4.70,Columbus,GA,,,Carver,Akron,https://draftscout.com/dsprofile.php?PlayerId=1048739&DraftYear=2023,2023,94,,0.0
39, Cory Gross Jr.   (DS#39 SS/Overall: #9999), SS,73,205.0,4.50 - 4.68,Rochester,NY,,,Brockport,Buffalo,https://draftscout.com/dsprofile.php?PlayerId=1024507&DraftYear=2023,2023,95,,0.04878048780487809
3, Andrew Osteen   (DS#3 P/Overall: #9999), P,73,175.0,4.86 - 5.05,Enterprise,AL,,,Enterprise,Central Florida,https://draftscout.com/dsprofile.php?PlayerId=1030694&DraftYear=2023,2023,96,,0.7692307692307692
15, Daniel Obarski   (DS#15 K/Overall: #9999), K,73,180.0,4.75 - 4.95,Chandler,AZ,,,Hamilton,Central Florida,https://draftscout.com/dsprofile.php?PlayerId=1051717&DraftYear=2023,2023,96,,0.36363636363636365
17, Dillon Gabriel   (DS#17 QB/Overall: #9999), QB,72,186.0,4.73 - 4.92,Mililani,HI,,,Mililani,Central Florida,https://draftscout.com/dsprofile.php?PlayerId=1030118&DraftYear=2023,2023,96,,0.6666666666666667
22, Jaylon Robinson   (DS#22 WR/Overall: #9999), WR,69,163.0,4.36 - 4.54,Fort Worth,TX,,,All Saints Episcopal,Central Florida,https://draftscout.com/dsprofile.php?PlayerId=1027988&DraftYear=2023,2023,96,,0.7471264367816092
23, Cam Goode   (DS#23 DT/Overall: #9999), DT,74,295.0,5.02 - 5.22,Washington,DC,,,St. Johns College,Central Florida,https://draftscout.com/dsprofile.php?PlayerId=1030683&DraftYear=2023,2023,96,,0.25806451612903225
31, Edward Collins   (DS#31 OT/Overall: #9999), OT,77,310.0,5.17 - 5.42,Birmingham,AL,,,Ramsay,Central Florida,https://draftscout.com/dsprofile.php?PlayerId=1023763&DraftYear=2023,2023,96,,0.38
37, Lokahi Pauole   (DS#37 OG/Overall: #9999), OG,75,320.0,5.27 - 5.48,Kapolei,HI,,,Kamehameha,Central Florida,https://draftscout.com/dsprofile.php?PlayerId=1051713&DraftYear=2023,2023,96,,0.6145833333333333
43, Ryan OKeefe   (DS#43 WR/Overall: #9999), WR,69,175.0,4.35 - 4.54,Austin,TX,,,Round Rock,Central Florida,https://draftscout.com/dsprofile.php?PlayerId=1052654&DraftYear=2023,2023,96,,0.5057471264367817
38, Collin Schlee   (DS#38 QB/Overall: #9999), QB,74,218.0,4.67 - 4.86,Ijamsville,MD,,,Oakdale,Kent State,https://draftscout.com/dsprofile.php?PlayerId=1031114&DraftYear=2023,2023,97,,0.27450980392156865
45, Daniel Johnson   (DS#45 OT/Overall: #9999), OT,77,307.0,5.04 - 5.25,London,Ontario,CAN,,Catholic Central,Kent State,https://draftscout.com/dsprofile.php?PlayerId=1024569&DraftYear=2023,2023,97,,0.09999999999999998
54, Joachim Bangda   (DS#54 RB/Overall: #9999), RB,70,231.0,4.56 - 4.74,Washington,DC,,,St. Frances Academy,Kent State,https://draftscout.com/dsprofile.php?PlayerId=1049041&DraftYear=2023,2023,97,,0.0
83, JaShaun Poke   (DS#83 WR/Overall: #9999), WR,69,171.0,4.42 - 4.60,Hampton,GA,,,Dutchtown,Kent State,https://draftscout.com/dsprofile.php?PlayerId=1031110&DraftYear=2023,2023,97,,0.05747126436781613
37, Eli Neal   (DS#37 ILB/Overall: #9999), ILB,73,240.0,4.73 - 4.92,Memphis,TN,,,White Station,Marshall,https://draftscout.com/dsprofile.php?PlayerId=1046977&DraftYear=2023,2023,98,,0.21276595744680848
60, Micah Abraham   (DS#60 CB/Overall: #9999), CB,70,178.0,4.42 - 4.58,Tampa,FL,,,East Lake,Marshall,https://draftscout.com/dsprofile.php?PlayerId=1046932&DraftYear=2023,2023,98,,0.11764705882352944
74, Talik Keaton   (DS#74 WR/Overall: #9999), WR,73,188.0,4.42 - 4.58,Sarasota,FL,,,Booker,Marshall,https://draftscout.com/dsprofile.php?PlayerId=1037582&DraftYear=2023,2023,98,,0.16091954022988508
87, Zack Ferris   (DS#87 OG/Overall: #9999), OG,77,311.0,5.32 - 5.52,Somerset,KY,,,Pulaski County,Marshall,https://draftscout.com/dsprofile.php?PlayerId=1046953&DraftYear=2023,2023,98,,0.11458333333333337
12, Brett Gabbert   (DS#12 QB/Overall: #9999), QB,72,205.0,4.68 - 4.87,St. Louis,MO,,,Christian Brothers,Miami (OH),https://draftscout.com/dsprofile.php?PlayerId=1031284&DraftYear=2023,2023,99,,0.7647058823529411
21, Andrew Todd   (DS#21 C/Overall: #9999), C,75,298.0,5.06 - 5.28,Cedar Rapids,IA,,,Cedar Rapids Washington,Miami (OH),https://draftscout.com/dsprofile.php?PlayerId=1049140&DraftYear=2023,2023,99,,0.0
38, Ivan Pace Jr.   (DS#38 ILB/Overall: #9999), ILB,72,239.0,4.77 - 4.96,Cincinnati,OH,,,Colerain,Miami (OH),https://draftscout.com/dsprofile.php?PlayerId=1037356&DraftYear=2023,2023,99,,0.19148936170212771
44, Caleb Shaffer   (DS#44 OT/Overall: #9999), OT,77,324.0,5.32 - 5.50,Carmel,IN,,,Carmel,Miami (OH),https://draftscout.com/dsprofile.php?PlayerId=1049132&DraftYear=2023,2023,99,,0.12
82, Rusty Feth   (DS#82 OG/Overall: #9999), OG,77,322.0,5.45 - 5.67,Colerain,OH,,,Colerain,Miami (OH),https://draftscout.com/dsprofile.php?PlayerId=1049103&DraftYear=2023,2023,99,,0.16666666666666663
25, Jamison Collier   (DS#25 FS/Overall: #9999), FS,73,190.0,4.50 - 4.68,Snellville,GA,,,Brookwood,Ohio,https://draftscout.com/dsprofile.php?PlayerId=1049224&DraftYear=2023,2023,100,,0.1071428571428571
66, Kurt Danneker   (DS#66 OG/Overall: #9999), OG,75,318.0,5.35 - 5.54,Linden,PA,,,Williamsport Area,Ohio,https://draftscout.com/dsprofile.php?PlayerId=1049226&DraftYear=2023,2023,100,,0.3125
89, Joseph Boggs   (DS#89 OG/Overall: #9999), OG,75,300.0,5.26 - 5.45,Reynoldsburg,OH,,,Reynoldsburg,Ball State,https://draftscout.com/dsprofile.php?PlayerId=1048742&DraftYear=2023,2023,101,,0.09375
43, Darren Anders   (DS#43 ILB/Overall: #9999), ILB,71,235.0,4.72 - 4.90,North Olmsted,OH,,,North Olmsted,Bowling Green,https://draftscout.com/dsprofile.php?PlayerId=1048802&DraftYear=2023,2023,102,,0.08510638297872342
20, Willie Reid   (DS#20 SS/Overall: #9999), SS,73,206.0,4.58 - 4.76,Detroit,MI,,,Cass Tech,Central Michigan,https://draftscout.com/dsprofile.php?PlayerId=1024715&DraftYear=2023,2023,103,,0.5121951219512195
72, Deiyantei Powell-Woods   (DS#72 OG/Overall: #9999), OG,76,299.0,5.24 - 5.45,Bluefield,WV,,,Bluefield,Central Michigan,https://draftscout.com/dsprofile.php?PlayerId=1048964&DraftYear=2023,2023,103,,0.25
81, Danny Motowski   (DS#81 OG/Overall: #9999), OG,75,295.0,5.22 - 5.40,Macomb,MI,,,De La Salle,Central Michigan,https://draftscout.com/dsprofile.php?PlayerId=1048958&DraftYear=2023,2023,103,,0.17708333333333337
51, Brian Dooley   (DS#51 OT/Overall: #9999), OT,78,300.0,5.16 - 5.38,Bowling Green,OH,,,Toledo St. Johns Jesuit,Eastern Michigan,https://draftscout.com/dsprofile.php?PlayerId=1048992&DraftYear=2023,2023,104,,0.0
